recording,name,frameTime,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,F4frequency_sma3nz,F4bandwidth_sma3nz,F5frequency_sma3nz,F5bandwidth_sma3nz,Loudness_sma3_de,alphaRatio_sma3_de,hammarbergIndex_sma3_de,slope0-500_sma3_de,slope500-1500_sma3_de,spectralFlux_sma3_de,mfcc1_sma3_de,mfcc2_sma3_de,mfcc3_sma3_de,mfcc4_sma3_de,F0semitoneFrom27.5Hz_sma3nz_de,jitterLocal_sma3nz_de,shimmerLocaldB_sma3nz_de,HNRdBACF_sma3nz_de,logRelF0-H1-H2_sma3nz_de,logRelF0-H1-A3_sma3nz_de,F1frequency_sma3nz_de,F1bandwidth_sma3nz_de,F1amplitudeLogRelF0_sma3nz_de,F2frequency_sma3nz_de,F2bandwidth_sma3nz_de,F2amplitudeLogRelF0_sma3nz_de,F3frequency_sma3nz_de,F3bandwidth_sma3nz_de,F3amplitudeLogRelF0_sma3nz_de,pcm_fftMag_spectralRollOff25.0_sma_de,pcm_fftMag_spectralRollOff50.0_sma_de,pcm_fftMag_spectralRollOff75.0_sma_de,pcm_fftMag_spectralRollOff90.0_sma_de,pcm_fftMag_spectralCentroid_sma_de,pcm_fftMag_spectralEntropy_sma_de,pcm_fftMag_spectralVariance_sma_de,pcm_fftMag_spectralSkewness_sma_de,pcm_fftMag_spectralKurtosis_sma_de,pcm_fftMag_spectralSlope_sma_de,pcm_fftMag_psySharpness_sma_de,pcm_fftMag_spectralHarmonicity_sma_de,F4frequency_sma3nz_de,F4bandwidth_sma3nz_de,F5frequency_sma3nz_de,F5bandwidth_sma3nz_de,voicingFinalUnclipped,flac_file_name,speaker_id,audio_path,gender,codec,codec_q,codec_seed,attack_tag,attack_label,key
D_0000181693.wav,'unknown',0.1,0.6857687,-7.61041,14.3532,0.03199906,-0.006737882,0.2870939,12.27096,5.292956,8.658925,-13.11722,NaN,NaN,NaN,NaN,NaN,NaN,295.0815,1359.453,-201.0,1274.153,888.8364,-201.0,2346.052,622.5988,-201.0,270.8333,375.0,572.9167,2239.583,807.1954,4.875064,1338699.0,2.937561,11.96504,-0.01446793,0.6560827,0.0277952,3240.828,698.4789,4004.798,467.585,-0.0673704,-0.9384999,0.9464884,-0.003386453,0.00167314,-0.0276022,1.324878,1.760368,0.8420544,0.4405312,NaN,NaN,NaN,NaN,NaN,NaN,-79.63003,-9.822754,0.0,-83.95117,-68.02418,0.0,-54.1957,-57.67883,0.0,-37.5,-62.5,-148.9583,-308.3333,-97.61081,-0.1086339,-117010.8,0.2839064,1.855244,0.002839263,-0.06518508,-0.005269139,-53.47678,-51.1603,807.2164,83.75035,0.6498067,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.11,0.5165784,-8.960477,15.24019,0.03059607,-0.003697416,0.232635,14.62427,8.293224,10.77496,-11.3915,NaN,NaN,NaN,NaN,NaN,NaN,333.4481,1267.304,-201.0,1282.456,848.1253,-201.0,2367.144,579.4827,-201.0,229.1667,322.9167,531.25,1583.333,687.6704,4.806192,1123430.0,3.426024,15.75127,-0.007151111,0.5712492,0.01168354,3272.269,636.8706,4033.101,468.0935,-0.08121063,-0.1310674,0.3828472,-0.006336018,0.001768729,-0.0592409,0.4082774,0.8115513,0.9337599,1.900676,NaN,NaN,NaN,NaN,NaN,NaN,-37.46115,-30.71083,0.0,-45.80171,-47.63259,0.0,-36.62588,0.3825501,0.0,-25.0,-22.91667,49.99999,-44.79164,-8.025452,0.06559019,45247.71,0.05291767,0.5647662,0.003608825,-0.01105983,-0.00651263,-48.34763,-28.35739,3.751782,-13.98796,0.6444171,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.12,0.4670514,-9.1369,15.8082,0.02536005,-0.006393573,0.1396651,14.64116,8.560837,11.50608,-10.44003,NaN,NaN,NaN,NaN,NaN,NaN,347.0973,1251.054,-201.0,1306.241,868.085,-201.0,2368.844,700.6282,-201.0,229.1667,333.3333,531.25,1645.833,696.6343,4.906764,1186985.0,3.426127,15.68165,-0.00539943,0.5785354,0.009003382,3214.643,675.5901,4007.234,438.1631,-0.04419752,0.9799619,-0.4746445,-0.008557215,0.00229372,-0.05020598,-1.208232,-0.5445902,1.029874,2.89343,NaN,NaN,NaN,NaN,NaN,NaN,13.1979,7.448218,0.0,4.59154,2.739911,0.0,-6.350708,54.43121,0.0,-14.58334,17.70833,267.7083,421.875,114.3845,0.2325418,310389.6,-0.317372,-1.79028,0.002617937,0.06319436,-0.004825859,-15.95584,19.96251,-8.137769,-7.319034,0.6282648,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.13,0.4584434,-7.058379,15.1109,0.008434515,-0.0005726498,0.1106862,12.15385,6.81288,10.77278,-4.986095,NaN,NaN,NaN,NaN,NaN,NaN,379.5206,1257.571,-201.0,1303.516,906.9067,-201.0,2351.472,759.3303,-201.0,208.3333,312.5,875.0,2531.25,875.3857,5.290445,1721155.0,2.767643,11.41042,-0.003812646,0.6799939,0.006741914,3209.985,707.5854,3992.947,451.6874,0.007598063,2.044864,-1.72534,-0.007801035,0.002274923,-0.03150191,-2.690984,-1.755242,0.8900309,2.406715,NaN,NaN,NaN,NaN,NaN,NaN,2.224722,26.54906,0.0,2.537915,-8.44898,0.0,-13.78857,44.50658,0.0,8.333331,128.125,539.5834,808.3333,255.0792,0.3780929,541282.6,-0.6354083,-3.528474,0.001149801,0.1484468,-0.001229016,-16.67585,25.74905,-3.65144,-14.79525,0.6164299,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.14,0.4938486,-3.66165,12.04462,0.0002937569,0.003168334,0.09703841,7.465014,3.310178,13.80939,-1.852772,NaN,NaN,NaN,NaN,NaN,NaN,338.0347,1401.561,-201.0,1286.58,873.1452,-201.0,2322.135,804.8311,-201.0,208.3333,468.75,1739.583,3875.0,1285.26,5.795647,2591784.0,1.679892,5.184067,-0.003047478,0.9176822,0.006136717,3192.191,762.9341,3984.186,439.1928,0.04253874,2.412068,-2.660722,-0.002848963,0.001929518,-0.007205884,-3.311333,-1.734898,1.311134,1.295447,NaN,NaN,NaN,NaN,NaN,NaN,46.86431,-18.79666,0.0,64.41335,-42.07983,0.0,48.70613,14.99476,0.0,30.20833,302.0833,750.0,889.5832,354.4724,0.4294907,622747.1,-0.713088,-3.489002,0.0005751668,0.2072376,0.0003862538,47.87024,3.825738,7.733789,-18.30994,0.5982552,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.15,0.5411701,-1.473783,8.495278,0.004124038,0.002896248,0.09643886,4.75742,2.142343,14.07346,-3.651549,NaN,NaN,NaN,NaN,NaN,NaN,349.103,1324.796,-201.0,1304.976,803.3503,-201.0,2321.555,749.9141,-201.0,281.25,895.8333,2625.0,4510.417,1668.753,6.252215,3127443.0,1.122101,3.357696,-0.002578085,1.14391,0.006971793,3200.115,721.9439,4026.368,393.6024,0.1035651,2.270145,-2.893791,0.003619785,0.0003172945,0.02009092,-3.109303,-1.68984,0.7008997,-0.2187475,NaN,NaN,NaN,NaN,NaN,NaN,79.87613,-76.97996,0.0,97.12105,-47.34258,0.0,82.98281,-3.608435,0.0,123.9583,468.75,700.0,652.0834,371.3599,0.3902694,429192.6,-0.5327272,-2.099388,-0.0007847912,0.2202593,0.004065901,77.18721,-18.2855,-794.0887,-96.69118,0.5257866,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.16,0.6383818,0.1311434,5.812403,0.01327047,0.001519568,0.1107594,1.782707,2.221614,16.41141,-4.630065,NaN,NaN,NaN,NaN,NaN,NaN,596.6277,1123.459,-201.0,1627.578,709.4641,-201.0,2627.332,780.3101,-201.0,343.75,1552.083,3406.25,5104.167,2072.312,6.573332,3597577.0,0.6834579,2.263004,-0.003140877,1.382765,0.01081971,3458.928,687.5396,4029.193,375.6559,0.1371298,1.769448,-2.335116,0.006177997,0.0001055481,0.04721949,-2.385249,-1.505523,-0.8313606,0.04961095,NaN,NaN,NaN,NaN,NaN,NaN,79.40916,-78.007,0.0,90.26039,-20.4869,0.0,81.95567,0.3497253,0.0,170.8333,476.0417,481.25,358.3334,300.9606,0.2923644,191579.2,-0.263901,-0.6419328,-0.001667118,0.1840107,0.00670972,86.52734,-30.18079,-390.2083,-32.08892,0.503368,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.17,0.904002,2.395948,3.75805,0.02004508,0.001838205,0.2042803,-0.55151,-1.092039,12.97626,-4.691186,NaN,NaN,NaN,NaN,NaN,NaN,649.6048,1011.722,-201.0,1618.623,752.0344,-201.0,2613.787,753.5486,-201.0,760.4167,2114.583,3541.667,5177.083,2338.659,6.85295,3364222.0,0.6022242,2.374011,-0.007689903,1.548749,0.02472992,3462.552,653.8552,NaN,NaN,0.1290644,1.360718,-1.671731,0.006685592,0.0005630009,0.05736476,-1.693817,-1.771107,-1.446577,0.8727695,NaN,NaN,NaN,NaN,NaN,NaN,55.04572,-33.91311,0.0,54.97371,19.9145,0.0,51.93887,1.073401,0.0,164.5833,325.0,223.9583,133.3334,190.0479,0.1769774,-9232.25,-0.0985059,-0.1236872,-0.001851366,0.1207074,0.006765231,67.61802,-25.75234,NaN,NaN,0.4910859,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.18,0.9980815,3.250725,2.737649,0.02322322,0.004225096,0.2792152,-1.806766,-2.600248,10.20118,-1.084899,NaN,NaN,NaN,NaN,NaN,NaN,584.8296,1168.062,-201.0,1581.059,796.3687,-201.0,2585.797,804.7625,-201.0,822.9167,2239.583,3687.5,5333.333,2455.111,6.957101,3431291.0,0.620325,2.466246,-0.008827158,1.635316,0.03080625,3493.609,646.0745,4046.329,475.5494,0.04796277,0.3335518,-0.8080803,0.007647538,-0.000371972,0.03528099,-0.4157727,-0.6508746,-0.7558137,0.6602394,NaN,NaN,NaN,NaN,NaN,NaN,68.84558,-28.33664,0.0,64.93148,39.67395,0.0,57.16108,8.676953,0.0,37.49999,-2.08335,4.16665,-44.79165,16.10537,0.01423416,-89318.08,0.02752412,0.1042314,-0.0008118286,0.01552048,0.002738003,77.79485,-27.3532,-401.2057,-27.57624,0.4959623,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.19,1.006642,3.770019,1.674001,0.03257563,0.004358489,0.2990348,-1.91693,-4.302264,9.945689,-1.060285,NaN,NaN,NaN,NaN,NaN,NaN,630.2307,1132.929,-201.0,1603.104,859.4705,-201.0,2602.017,743.0549,-201.0,864.5833,2177.083,3604.167,5062.5,2427.594,6.945218,3164425.0,0.6611375,2.637639,-0.008991771,1.621171,0.03080468,3520.865,613.9147,4046.329,475.5494,-0.0377249,-0.6936099,0.006912112,0.006731685,-0.001936801,-0.006589497,0.6717008,0.9589012,2.198775,-0.04311805,NaN,NaN,NaN,NaN,NaN,NaN,104.0736,-69.2675,0.0,115.9829,-1.828656,0.0,97.68469,14.65804,0.0,-111.4583,-285.4167,-131.25,-214.5833,-132.7777,-0.1400156,-126397.3,0.06741717,0.1153885,0.0001283321,-0.08184878,-0.001716201,99.51326,-29.22831,-404.6329,-47.55494,0.5153229,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',0.2,0.8268754,1.111867,2.814026,0.04524289,-0.001600433,0.2397871,0.3865529,0.5723532,14.14763,-3.144318,NaN,NaN,NaN,NaN,NaN,NaN,950.5427,921.1723,-201.0,1959.995,854.1158,-201.0,2919.022,828.9417,-201.0,479.1667,1510.417,3395.833,4937.5,2108.372,6.598369,3250885.0,0.7916219,2.652347,-0.006549086,1.424157,0.02147235,3818.746,570.7438,NaN,NaN,-0.05198968,-1.21894,0.5874995,0.006635065,-0.003798627,-0.02642089,1.266701,1.604465,4.387704,-0.7592957,NaN,NaN,NaN,NaN,NaN,NaN,117.6444,-117.4546,0.0,127.2879,-28.81218,0.0,98.25232,16.75253,0.0,-151.0417,-383.3333,-253.125,-365.625,-223.2875,-0.2369361,-217065.7,0.08530072,0.1518334,-0.0004337529,-0.143199,-0.001554482,81.70229,-24.72494,NaN,NaN,0.5407303,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
